data
282
159
145,3
383,8
171
105,2
3
8,4
74,6
45,1
113,2
188,2
280,5
123
140,9
296,3
90,2
48,5
4,9
27,1
211,8
15,6
111,5
259,7
239,6
390,7
436,3
331,7
145,4
106,9
130,1
15,8
211,8
284,8
359,7
234,4
